TotalVisits,Total Time Spent on Website,Page Views Per Visit,What is your current occupation,What matters most to you in choosing a course,A free copy of Mastering The Interview,Direct Traffic,Google,Olark Chat,Organic Search,API,Landing Page Submission,Finance Management,Unspecified,Mumbai,Converted
-0.09102675580801721,-0.7111388543089496,0.29946874900224135,0,0,0,0,0,0,1,1,0,0,1,1,0
-0.5060710309948316,-0.464784807814719,-0.6326433368222433,0,0,0,0,1,0,0,0,1,0,0,1,0
0.11649538178538997,-0.2020071582208729,-0.4788448426612033,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.5060710309948316,0.9585941274852806,-0.6326433368222433,0,0,0,0,1,0,0,0,1,0,0,1,1
0.11649538178538997,0.5169816885845114,0.7655247919144836,0,0,0,0,1,0,0,0,1,1,0,1,0
0.5315396569722044,1.1848748813022036,-0.39961531536612216,0,0,1,0,1,0,0,1,0,0,0,1,1
-0.09102675580801721,1.058960590871819,0.29946874900224135,0,0,0,0,1,0,0,0,1,0,0,1,1
0.11649538178538997,0.9348711452302806,-0.166587293910001,0,0,1,0,0,0,1,0,1,1,0,0,1
0.5315396569722044,1.509697253716819,1.6976368777389683,0,0,0,0,1,0,0,0,1,0,0,1,1
0.3240175193787972,-0.5578518920458728,1.231580834826726,1,0,0,1,0,0,0,0,1,0,1,1,0
-0.09102675580801721,-0.7476357500858727,0.29946874900224135,0,0,0,0,1,0,0,1,0,0,0,1,1
0.7390617945656115,1.2523941384895112,0.5324967704583625,0,0,1,1,0,0,0,0,1,0,0,1,1
-0.09102675580801721,-0.7293873021974112,-0.39961531536612216,0,0,0,0,1,0,0,1,0,0,1,1,0
0.11649538178538997,-0.4830332557031805,-0.166587293910001,0,0,0,0,0,0,0,1,0,0,1,1,0
-0.09102675580801721,-0.7549351292412573,-0.39961531536612216,0,0,0,0,0,0,1,1,0,0,1,1,0
0.11649538178538997,-0.8607761269943343,-0.166587293910001,0,0,1,0,0,0,1,0,1,0,0,1,1
-0.09102675580801721,-0.7111388543089496,0.29946874900224135,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11649538178538997,2.0699246038925883,0.7655247919144836,0,0,0,0,1,0,0,0,1,0,0,1,0
0.3240175193787972,0.13741397250451162,1.231580834826726,2,0,0,0,1,0,0,0,1,1,0,1,1
-0.29854889340142443,-0.32427175907356515,-0.166587293910001,0,0,0,0,1,0,0,1,0,0,1,1,0
0.11649538178538997,-0.8443525238947188,0.7655247919144836,0,0,0,0,1,0,0,0,1,0,0,0,1
-0.09102675580801721,-0.26587672583048827,0.29946874900224135,0,0,0,1,0,0,0,1,0,0,1,1,0
0.7390617945656115,-0.8206295416397188,2.163692920651211,0,0,1,0,0,0,1,0,1,0,0,1,0
0.3240175193787972,-0.5268295306354882,1.231580834826726,0,0,0,0,1,0,0,1,0,0,1,1,0
0.3240175193787972,-0.48485810049202666,1.231580834826726,0,0,0,0,1,0,0,0,1,1,0,1,0
0.5315396569722044,-0.3881413266831805,0.29946874900224135,0,0,1,1,0,0,0,0,1,0,0,1,0
0.11649538178538997,-0.3662431892170267,-0.166587293910001,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.29854889340142443,0.10821645588297316,-0.166587293910001,0,0,1,1,0,0,0,0,1,1,0,1,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
0.5315396569722044,1.345461222720665,1.6976368777389683,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,0,1
0.3240175193787972,-0.5979984774004882,1.231580834826726,0,0,0,0,1,0,0,0,1,0,0,1,0
0.5315396569722044,-0.17098479681048828,-0.166587293910001,0,0,1,0,0,0,1,0,1,0,0,1,0
0.5315396569722044,-0.36806803400587285,-0.39961531536612216,0,0,0,0,1,0,0,1,0,0,1,1,0
0.7390617945656115,-0.7147885438866419,-0.012788799748960984,0,0,0,0,0,0,1,1,0,0,1,1,0
-0.29854889340142443,-0.8680755061497188,-0.166587293910001,0,0,0,0,0,0,1,1,0,0,1,1,0
1.984194620126055,-0.09434131567894985,4.960029178124665,0,0,0,0,0,0,0,0,1,0,0,0,1
0.9465839321590187,0.7578612007122038,2.6297489635634532,0,0,0,0,0,0,0,1,0,1,0,0,1
2.814283170499684,-0.143612124977796,2.8627769850195746,0,0,1,0,0,0,1,0,1,0,0,1,0
1.5691503449392403,0.36004503674374233,1.4646088562828472,0,0,1,0,0,0,0,0,1,0,0,0,0
0.11649538178538997,-0.501281703591642,0.7655247919144836,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
0.7390617945656115,1.7888985064102803,0.5324967704583625,0,0,0,0,0,0,1,1,0,0,0,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
0.11649538178538997,1.7286786283783573,0.7655247919144836,2,0,1,1,0,0,0,0,1,0,0,0,1
-0.5060710309948316,-0.6034730117670266,-0.6326433368222433,0,0,0,0,1,0,0,0,1,0,0,0,1
-0.09102675580801721,0.725013994512973,-0.39961531536612216,0,0,0,0,1,0,0,1,0,0,0,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,0,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,1,0,1,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
-0.5060710309948316,2.2305109453110497,-0.6326433368222433,0,0,1,1,0,0,0,0,1,0,0,0,0
0.11649538178538997,-0.4903326348585651,0.7655247919144836,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.09102675580801721,-0.6874158720539496,0.29946874900224135,0,0,1,0,0,0,0,0,1,0,0,0,0
0.5315396569722044,-0.48120841091433436,1.6976368777389683,0,0,0,0,0,0,1,1,0,0,1,1,0
0.3240175193787972,-0.48120841091433436,-0.320385788071041,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.29854889340142443,1.0644351252383575,-0.166587293910001,0,0,1,1,0,0,0,0,1,0,0,0,1
0.5315396569722044,0.19580900574758853,0.29946874900224135,2,0,0,0,1,0,0,0,1,0,0,1,1
-0.09102675580801721,1.1100562449595113,-0.166587293910001,0,0,0,0,0,0,0,0,0,0,1,1,1
0.11649538178538997,0.05894564658412702,0.7655247919144836,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.09102675580801721,0.3965419325206654,-0.166587293910001,2,0,0,0,0,0,0,0,0,0,0,0,1
-0.29854889340142443,-0.17280964159933443,-0.166587293910001,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.09102675580801721,-0.2585773466751036,-0.166587293910001,0,0,0,0,0,0,0,0,0,0,1,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,2,0,0,0,0,1,0,1,0,0,0,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
-0.09102675580801721,1.1830500365133574,0.29946874900224135,0,0,0,0,1,0,0,0,1,0,0,1,1
-0.09102675580801721,-0.2786506393524113,0.29946874900224135,0,0,0,0,0,0,0,1,0,0,1,1,0
0.11649538178538997,-0.7531102844524111,0.7655247919144836,0,0,0,0,0,0,0,1,0,0,1,1,0
0.5315396569722044,-0.7129636990977958,0.29946874900224135,0,0,1,1,0,0,0,0,1,0,0,1,0
-0.09102675580801721,0.9476450587522036,-0.166587293910001,0,0,0,0,0,0,0,0,0,0,0,1,1
-0.29854889340142443,1.0899829522822035,-0.166587293910001,0,0,1,0,0,0,1,0,1,0,0,0,0
-0.09102675580801721,-0.4994568588027959,0.29946874900224135,0,0,0,0,0,0,1,1,0,0,1,1,0
0.5315396569722044,1.2231966218679728,-0.39961531536612216,0,0,1,0,0,1,0,1,0,0,0,0,1
0.11649538178538997,-0.7056643199424112,0.7655247919144836,0,0,0,0,1,0,0,0,1,1,0,1,0
1.154106069752426,0.6392462894372037,0.9985528133706049,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.09102675580801721,0.08814316320566548,0.29946874900224135,0,0,1,1,0,0,0,0,1,1,0,1,0
0.11649538178538997,-0.596173632611642,-0.166587293910001,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.29854889340142443,0.04252204348451164,-0.166587293910001,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
0.3240175193787972,1.1356040720033573,1.231580834826726,2,0,0,0,1,0,0,1,0,0,0,1,1
0.3240175193787972,1.962258761350665,1.231580834826726,0,0,1,1,0,0,0,0,1,1,0,1,1
0.7390617945656115,2.089997896569896,0.5324967704583625,0,0,0,0,0,0,0,1,0,0,1,1,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,1
1.7766724825326476,0.5863257905606654,0.7655247919144836,0,0,0,0,1,0,0,0,1,1,0,1,0
-0.29854889340142443,0.2742773316679731,-0.166587293910001,0,0,1,1,0,0,0,0,1,0,0,1,0
0.3240175193787972,1.2925407238441267,1.231580834826726,0,0,0,0,1,0,0,1,0,0,1,1,1
0.5315396569722044,1.8199208678206649,1.6976368777389683,0,0,1,0,0,0,1,0,1,0,0,0,0
1.154106069752426,-0.6618680450101035,0.29946874900224135,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.09102675580801721,-0.5888742534562573,0.29946874900224135,0,0,0,0,1,0,0,1,0,0,1,1,1
0.5315396569722044,-0.16368541765510367,0.29946874900224135,0,0,1,0,1,0,0,0,1,0,0,1,0
-0.09102675580801721,0.15018788602643468,0.29946874900224135,0,0,0,0,0,0,1,1,0,0,1,1,0
0.5315396569722044,0.7432624424014345,1.6976368777389683,0,0,1,0,0,0,1,0,1,0,0,0,1
0.11649538178538997,1.2815916551110498,0.7655247919144836,0,0,0,0,1,0,0,0,1,0,0,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,2,0,0,0,0,0,0,0,0,0,0,1,1
0.3240175193787972,1.9677332957172036,1.231580834826726,0,0,0,1,0,0,0,1,0,0,1,1,0
0.3240175193787972,0.43668851787528074,1.231580834826726,0,0,0,0,1,0,0,1,0,0,1,0,1
0.9465839321590187,0.29982515871181925,0.7655247919144836,0,0,0,0,1,0,0,0,1,0,0,1,0
0.11649538178538997,1.3874326528641265,-0.4788448426612033,0,0,0,0,0,0,1,1,0,0,1,1,0
-0.29854889340142443,0.5096823094291268,-0.166587293910001,0,0,0,0,1,0,0,1,0,0,1,1,0
1.3616282073458332,-0.3881413266831805,0.4532672431632814,0,0,0,0,0,0,0,1,0,0,1,1,0
-0.09102675580801721,-0.3917910162608728,0.29946874900224135,0,0,0,0,0,0,1,1,0,0,1,1,0
-0.09102675580801721,1.1374289167922036,-0.166587293910001,2,0,0,0,0,0,0,0,0,0,0,0,1
0.9465839321590187,-0.3844916371054882,0.7655247919144836,0,0,0,0,1,0,0,0,1,1,0,1,0
-0.09102675580801721,1.3126140165214344,-0.39961531536612216,0,0,0,0,0,0,1,1,0,0,1,1,1
-0.29854889340142443,-0.8188046968508726,-0.6326433368222433,0,0,0,0,1,0,0,1,0,0,1,1,0
0.11649538178538997,2.0991221205141266,0.7655247919144836,0,0,1,0,1,0,0,0,1,1,0,1,0
2.6067610329062765,-0.7932568698070266,6.358197306861392,0,0,0,0,0,0,0,1,0,0,1,1,0
-0.5060710309948316,-0.6582183554324113,-0.6326433368222433,0,0,1,1,0,0,0,0,1,1,0,1,0
0.3240175193787972,-0.7074891647312573,1.231580834826726,0,0,1,0,0,0,1,0,1,0,0,1,0
0.11649538178538997,-0.3005487768185652,0.7655247919144836,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.29854889340142443,-0.5979984774004882,-0.6326433368222433,0,0,0,0,1,0,0,1,0,0,1,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,3,0,0,0,0,0,0,0,0,0,0,1,1
-0.5060710309948316,-0.41003946414933434,-0.6326433368222433,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.29854889340142443,1.332687309198742,-0.166587293910001,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.09102675580801721,0.9093233181864344,-0.166587293910001,2,0,0,0,0,0,0,0,0,0,0,1,1
-0.09102675580801721,0.7323133736683576,-0.166587293910001,0,0,0,0,0,0,0,0,0,0,1,1,1
0.3240175193787972,1.1009320210152804,1.231580834826726,0,0,0,0,1,0,0,0,1,1,0,1,1
0.11649538178538997,-0.35894381006164205,0.7655247919144836,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5060710309948316,2.319928339964511,-0.6326433368222433,0,0,0,0,1,0,0,1,0,0,1,1,0
0.7390617945656115,-0.8151550072731804,0.5324967704583625,0,0,1,0,0,0,0,0,1,0,0,1,0
0.3240175193787972,-0.18558355512125752,1.231580834826726,0,0,0,0,1,0,0,0,1,0,0,0,0
0.5315396569722044,-0.49580716922510354,-0.166587293910001,0,0,0,0,0,0,0,1,0,0,1,1,0
0.3240175193787972,2.0352525529045113,1.231580834826726,0,0,0,0,1,0,0,0,1,0,0,1,1
0.7390617945656115,-0.6965400959981805,0.5324967704583625,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.29854889340142443,-0.7567599740301034,-0.166587293910001,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.29854889340142443,-0.7494605948747188,-0.166587293910001,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.09102675580801721,0.42026491477566535,0.29946874900224135,0,0,1,1,0,0,0,0,1,0,0,0,0
0.3240175193787972,-0.10164069483433447,-0.320385788071041,0,0,0,0,1,0,0,0,1,0,0,1,0
0.3240175193787972,-0.46660965260356513,0.06644072754612018,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.29854889340142443,0.3910673981541269,-0.166587293910001,0,0,1,1,0,0,0,0,1,0,0,0,0
0.3240175193787972,0.23048105673566543,1.231580834826726,0,0,1,0,0,0,1,0,1,1,0,0,1
-0.5060710309948316,2.4093457346179727,-0.6326433368222433,0,0,1,1,0,0,0,0,1,0,0,0,1
-0.29854889340142443,-0.4629599630258728,-0.6326433368222433,0,0,1,1,0,0,0,0,1,1,0,1,0
-0.09102675580801721,-0.4428866703485651,0.29946874900224135,0,0,1,1,0,0,0,0,1,1,0,0,0
0.9465839321590187,1.4239295486410497,0.7655247919144836,0,0,1,0,0,0,1,0,1,0,0,1,1
-0.29854889340142443,-0.787782335440488,-0.166587293910001,0,0,0,0,1,0,0,0,1,0,1,1,0
0.11649538178538997,-0.572450650356642,-0.166587293910001,0,0,0,0,0,0,0,1,0,0,1,1,0
0.11649538178538997,1.2067730187683574,-0.166587293910001,0,0,0,1,0,0,0,0,1,0,1,1,0
-0.29854889340142443,-0.28230032893010365,-0.166587293910001,0,0,1,1,0,0,0,0,1,0,0,0,0
0.7390617945656115,-0.030471748069334486,-0.012788799748960984,0,0,0,0,0,0,1,1,0,0,1,1,0
-0.09102675580801721,0.9531195931187421,0.29946874900224135,0,0,1,1,0,0,0,0,1,0,0,0,1
1.3616282073458332,2.422119648139896,0.4532672431632814,0,0,1,0,0,1,0,1,0,0,0,0,1
-0.29854889340142443,-0.8042059385401035,-0.166587293910001,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.09102675580801721,1.8983891937410498,-0.39961531536612216,0,0,1,1,0,0,0,0,1,0,0,0,1
0.5315396569722044,0.7870587173337422,1.6976368777389683,0,0,0,0,1,0,0,0,1,1,0,1,1
1.3616282073458332,-0.5359537545797189,1.231580834826726,0,0,0,0,0,0,1,1,0,0,0,1,0
-0.5060710309948316,1.2505692937006652,-0.6326433368222433,0,0,0,0,0,0,1,1,0,0,1,1,0
-0.29854889340142443,-0.24945312273087286,-0.166587293910001,0,0,0,0,1,0,0,1,0,0,1,1,0
1.7766724825326476,0.009674837285280886,4.493973135212422,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.09102675580801721,-0.19470777906548828,-0.39961531536612216,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.29854889340142443,2.6575246259010497,-0.166587293910001,0,0,0,0,0,0,0,1,0,0,1,1,0
0.3240175193787972,-0.7713587323408727,1.231580834826726,0,0,0,0,1,0,0,0,1,0,0,0,0
0.7390617945656115,1.5443693047048959,2.163692920651211,0,0,1,0,0,0,1,1,0,0,0,1,0
0.7390617945656115,0.23230590152451158,2.163692920651211,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,2,0,0,0,0,0,0,0,0,1,0,1,1
-0.5060710309948316,-0.43376244640433437,-0.6326433368222433,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.29854889340142443,-0.19105808948779598,-0.166587293910001,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.09102675580801721,1.3728338945533574,-0.166587293910001,0,0,0,0,0,0,0,0,0,0,1,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,2,0,0,0,0,0,0,0,0,0,0,1,1
-0.09102675580801721,-0.05419473032433448,-0.166587293910001,0,0,0,0,0,0,0,0,0,0,1,1,1
-0.09102675580801721,1.0443618325610498,-0.166587293910001,0,0,0,0,0,0,0,0,0,0,1,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
0.11649538178538997,0.7596860455010499,0.7655247919144836,0,0,0,0,0,0,0,1,0,0,1,1,0
-0.5060710309948316,-0.5906990982451036,-0.6326433368222433,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.29854889340142443,2.3819730627852804,-0.166587293910001,0,0,0,0,1,0,0,1,0,0,1,1,0
0.3240175193787972,2.4695656126498955,1.231580834826726,0,0,0,0,0,0,1,1,0,0,1,1,0
0.9465839321590187,0.7104152362022037,0.14567025484120136,0,0,0,0,0,0,1,1,0,0,0,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,0,0,0,0,0,0,1,1
1.7766724825326476,1.6848823534460495,1.6976368777389683,0,0,1,0,0,0,1,0,1,1,0,0,1
0.5315396569722044,-0.18740839991010366,1.6976368777389683,0,0,0,0,0,0,1,1,0,0,1,0,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
1.7766724825326476,-0.7658841979743343,-0.3017435463545513,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
-0.09102675580801721,-0.5396034441574112,0.29946874900224135,0,0,0,0,1,0,0,0,1,0,0,0,0
0.3240175193787972,-0.3260966038624113,1.231580834826726,0,0,0,0,1,0,0,0,1,1,0,1,0
-0.09102675580801721,0.5425295156283576,-0.166587293910001,0,0,0,0,0,0,0,0,0,0,1,1,1
0.11649538178538997,-0.26587672583048827,0.7655247919144836,0,0,0,0,0,0,1,1,0,0,1,1,0
-0.29854889340142443,-0.7476357500858727,-0.6326433368222433,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
0.3240175193787972,1.3618848258202805,-0.320385788071041,1,0,0,0,0,0,1,1,0,0,0,0,1
0.9465839321590187,-0.8644258165720266,2.6297489635634532,0,0,0,0,0,0,1,1,0,0,1,1,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
0.11649538178538997,-0.7494605948747188,0.7655247919144836,0,0,0,0,0,0,0,1,0,0,1,1,0
-0.09102675580801721,1.4804997370952804,0.29946874900224135,0,0,0,0,0,0,0,1,0,0,1,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.29854889340142443,-0.056019575113180634,-0.166587293910001,0,0,0,0,0,0,0,1,0,0,1,1,0
0.3240175193787972,-0.2366792092089498,1.231580834826726,0,0,0,0,0,0,1,1,0,0,1,1,0
-0.09102675580801721,-0.012223300180872953,0.29946874900224135,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.29854889340142443,-0.5158804619024112,-0.166587293910001,0,0,0,1,0,0,0,1,0,0,1,1,0
-0.5060710309948316,1.1283046928479727,-0.6326433368222433,0,0,1,1,0,0,0,0,1,1,0,0,1
1.154106069752426,2.673948229000665,-0.25979850249244946,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.09102675580801721,1.0626102804495112,-0.166587293910001,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,0,0,0,0,0,1,1,1
0.3240175193787972,-0.5122307723247189,0.06644072754612018,0,0,0,0,1,0,0,0,1,1,0,1,0
-0.29854889340142443,2.0060550362829725,-0.166587293910001,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.29854889340142443,1.8637171427529726,-0.166587293910001,0,0,1,1,0,0,0,0,1,0,0,1,1
0.11649538178538997,-0.28595001850779594,0.7655247919144836,0,0,0,0,0,0,1,1,0,0,1,1,0
0.11649538178538997,-0.548727668101642,0.7655247919144836,0,0,1,1,0,0,0,0,1,0,0,1,0
-0.09102675580801721,1.677582974290665,-0.39961531536612216,0,0,0,0,0,0,1,1,0,0,0,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,2,0,0,0,0,0,0,0,0,1,0,1,1
-0.5060710309948316,-0.6655177345877958,-0.6326433368222433,0,0,0,0,1,0,0,0,1,0,1,0,0
-0.5060710309948316,-0.7074891647312573,-0.6326433368222433,0,0,0,0,0,0,1,1,0,0,1,1,0
1.154106069752426,1.2341456906010497,0.9985528133706049,0,0,1,1,0,0,0,0,1,0,0,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
-0.5060710309948316,1.595464958792588,-0.6326433368222433,0,0,0,1,0,0,0,0,1,0,0,0,1
0.7390617945656115,1.0279382294614343,0.5324967704583625,0,0,0,1,0,0,0,1,0,0,1,1,0
-0.29854889340142443,2.423944492928742,-0.166587293910001,0,0,0,0,1,0,0,0,1,0,1,0,0
0.7390617945656115,-0.7549351292412573,-0.012788799748960984,0,0,0,1,0,0,0,0,1,1,0,1,0
1.984194620126055,-0.7914320250181804,1.9306648991950897,0,0,0,0,0,0,1,1,0,0,1,1,0
-0.09102675580801721,1.2688177415891266,0.29946874900224135,0,0,1,1,0,0,0,0,1,1,0,0,1
-0.09102675580801721,-0.7695338875520266,0.29946874900224135,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.09102675580801721,1.1575022094695113,-0.39961531536612216,0,0,0,0,0,1,0,1,0,0,1,1,0
0.5315396569722044,-0.643619597121642,1.6976368777389683,0,0,1,0,0,0,1,0,1,0,0,1,0
1.154106069752426,-0.32974629344010364,-0.25979850249244946,0,0,1,1,0,0,0,0,1,0,0,1,0
1.7766724825326476,-0.8388779895281804,1.6976368777389683,0,0,1,0,0,0,1,0,1,0,0,0,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
0.3240175193787972,-0.3315711382289498,1.231580834826726,0,0,0,0,0,0,0,0,1,0,1,0,0
0.7390617945656115,-0.6782916481097189,2.163692920651211,0,0,1,1,0,0,0,0,1,0,0,1,1
-0.29854889340142443,1.0334127638279729,-0.166587293910001,0,0,1,1,0,0,0,0,1,0,0,1,0
-0.09102675580801721,-0.5341289097908728,0.29946874900224135,0,0,0,0,0,0,1,1,0,0,0,1,1
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
-0.09102675580801721,0.4458127418195115,0.29946874900224135,2,0,0,0,1,0,0,0,1,0,0,0,1
0.7390617945656115,1.1721009677802805,-0.012788799748960984,0,0,1,0,0,1,0,1,0,0,0,1,0
1.984194620126055,0.19398416095874235,0.9193232860755237,0,0,0,0,0,0,1,1,0,0,1,1,0
0.3240175193787972,1.1483779855252805,1.231580834826726,0,0,0,0,0,0,1,1,0,0,1,1,0
2.1917167577194623,-0.24397858836433442,5.4260852210369075,0,0,0,0,0,0,0,1,0,0,1,1,0
-0.09102675580801721,-0.4939823244362574,0.29946874900224135,0,0,0,0,1,0,0,1,0,0,1,1,0
-0.7135931685882387,-0.8899736436158726,-1.0986993797344857,0,0,0,0,0,1,0,1,0,0,1,1,0
0.3240175193787972,2.462266233494511,0.06644072754612018,0,0,0,1,0,0,0,1,0,1,0,0,1
-0.5060710309948316,-0.3388705173843344,-0.6326433368222433,0,0,0,0,1,0,0,0,1,0,0,0,0
0.5315396569722044,-0.8315786103727958,1.6976368777389683,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.5060710309948316,1.3472860675095113,-0.6326433368222433,0,0,1,1,0,0,0,0,1,0,0,0,0
0.11649538178538997,-0.6271959940220266,0.7655247919144836,0,0,0,0,1,0,0,0,1,0,0,0,0
